label,ch0_norm,ch1_norm,ch2_norm,ch3_norm,ch4_norm,qw,qx,qy,qz
B,0.3786,0.0000,0.0000,0.0000,0.0000,0.0397,-0.7167,0.1752,0.6738
B,0.3821,0.0000,0.0000,0.0000,0.0000,0.0388,-0.7178,0.1753,0.6728
B,0.3821,0.0000,0.0000,0.0000,0.0000,0.0397,-0.7172,0.1758,0.6732
B,0.3500,0.0000,0.0000,0.0000,0.0000,0.0389,-0.7183,0.1751,0.6722
B,0.3357,0.0000,0.0000,0.0000,0.0000,0.0389,-0.7189,0.1757,0.6714
B,0.3786,0.0000,0.0000,0.0000,0.0000,0.0399,-0.7173,0.1752,0.6732
B,0.3500,0.0000,0.0000,0.0000,0.0000,0.0386,-0.7179,0.1744,0.6729
B,0.3500,0.0000,0.0000,0.0000,0.0000,0.0384,-0.7184,0.1760,0.6719
B,0.3893,0.0000,0.0000,0.0000,0.0000,0.0394,-0.7178,0.1759,0.6725
B,0.3393,0.0000,0.0000,0.0000,0.0000,0.0389,-0.7183,0.1750,0.6722
B,0.3500,0.0000,0.0000,0.0000,0.0000,0.0388,-0.7189,0.1755,0.6715
B,0.3464,0.0000,0.0000,0.0000,0.0000,0.0394,-0.7178,0.1746,0.6729
B,0.3429,0.0000,0.0000,0.0000,0.0000,0.0389,-0.7185,0.1743,0.6722
B,0.3464,0.0000,0.0000,0.0000,0.0000,0.0395,-0.7180,0.1745,0.6727
B,0.3500,0.0000,0.0000,0.0000,0.0000,0.0399,-0.7173,0.1743,0.6734
B,0.3464,0.0000,0.0000,0.0000,0.0000,0.0398,-0.7176,0.1741,0.6732
B,0.3464,0.0000,0.0000,0.0000,0.0000,0.0403,-0.7170,0.1744,0.6736
B,0.3393,0.0000,0.0000,0.0000,0.0000,0.0399,-0.7177,0.1744,0.6730
B,0.3393,0.0000,0.0000,0.0000,0.0000,0.0400,-0.7176,0.1748,0.6730
B,0.3464,0.0000,0.0000,0.0000,0.0000,0.0398,-0.7171,0.1740,0.6737
B,0.3429,0.0000,0.0000,0.0000,0.0000,0.0391,-0.7177,0.1738,0.6732
B,0.3429,0.0000,0.0000,0.0000,0.0000,0.0391,-0.7177,0.1740,0.6732
B,0.3464,0.0000,0.0000,0.0000,0.0000,0.0378,-0.7191,0.1739,0.6718
B,0.3464,0.0000,0.0000,0.0000,0.0000,0.0374,-0.7205,0.1749,0.6700
B,0.3250,0.0000,0.0000,0.0000,0.0000,0.0383,-0.7199,0.1744,0.6707
B,0.2964,0.0000,0.0000,0.0000,0.0000,0.0373,-0.7209,0.1746,0.6697
B,0.3250,0.0000,0.0000,0.0000,0.0000,0.0381,-0.7196,0.1751,0.6708
B,0.3357,0.0000,0.0000,0.0000,0.0000,0.0380,-0.7191,0.1748,0.6716
B,0.3464,0.0000,0.0000,0.0000,0.0000,0.0357,-0.7201,0.1743,0.6707
B,0.3357,0.0000,0.0000,0.0000,0.0000,0.0351,-0.7191,0.1752,0.6715
B,0.3393,0.0000,0.0000,0.0000,0.0000,0.0355,-0.7182,0.1753,0.6725
B,0.3357,0.0000,0.0000,0.0000,0.0000,0.0353,-0.7191,0.1746,0.6718
B,0.3000,0.0000,0.0000,0.0000,0.0000,0.0354,-0.7189,0.1749,0.6719
B,0.3357,0.0000,0.0000,0.0000,0.0000,0.0362,-0.7178,0.1747,0.6730
B,0.3286,0.0000,0.0000,0.0000,0.0000,0.0366,-0.7173,0.1731,0.6739
B,0.3393,0.0000,0.0000,0.0000,0.0000,0.0366,-0.7178,0.1728,0.6735
B,0.3321,0.0000,0.0000,0.0000,0.0000,0.0375,-0.7170,0.1733,0.6741
B,0.3321,0.0000,0.0000,0.0000,0.0000,0.0372,-0.7175,0.1729,0.6737
B,0.3357,0.0000,0.0000,0.0000,0.0000,0.0381,-0.7180,0.1732,0.6730
B,0.3321,0.0000,0.0000,0.0000,0.0000,0.0401,-0.7163,0.1722,0.6750
B,0.3429,0.0000,0.0000,0.0000,0.0000,0.0388,-0.7177,0.1724,0.6736
B,0.3429,0.0000,0.0000,0.0000,0.0000,0.0389,-0.7178,0.1734,0.6732
B,0.3500,0.0000,0.0000,0.0000,0.0000,0.0395,-0.7167,0.1727,0.6744
B,0.3429,0.0000,0.0000,0.0000,0.0000,0.0383,-0.7182,0.1724,0.6730
B,0.3357,0.0000,0.0000,0.0000,0.0000,0.0395,-0.7176,0.1739,0.6733
B,0.3571,0.0000,0.0000,0.0000,0.0000,0.0408,-0.7191,0.1754,0.6712
B,0.3321,0.0000,0.0000,0.0000,0.0000,0.0411,-0.7224,0.1757,0.6675
B,0.3500,0.0000,0.0000,0.0000,0.0000,0.0436,-0.7211,0.1760,0.6686
B,0.3429,0.0000,0.0000,0.0000,0.0000,0.0430,-0.7220,0.1761,0.6677
B,0.3393,0.0000,0.0000,0.0000,0.0000,0.0429,-0.7230,0.1767,0.6666
B,0.3429,0.0000,0.0000,0.0000,0.0000,0.0426,-0.7228,0.1763,0.6669
B,0.3500,0.0000,0.0000,0.0000,0.0000,0.0425,-0.7229,0.1770,0.6666
B,0.3464,0.0000,0.0000,0.0000,0.0000,0.0440,-0.7227,0.1783,0.6663
B,0.3786,0.0000,0.0000,0.0000,0.0000,0.0450,-0.7225,0.1790,0.6663
B,0.3357,0.0000,0.0000,0.0000,0.0000,0.0450,-0.7230,0.1793,0.6657
B,0.3429,0.0000,0.0000,0.0000,0.0000,0.0450,-0.7225,0.1786,0.6664
B,0.3464,0.0000,0.0000,0.0000,0.0000,0.0443,-0.7233,0.1784,0.6656
B,0.3393,0.0000,0.0000,0.0000,0.0000,0.0439,-0.7236,0.1782,0.6654
B,0.3321,0.0000,0.0000,0.0000,0.0000,0.0435,-0.7231,0.1774,0.6662
B,0.3321,0.0000,0.0000,0.0000,0.0000,0.0421,-0.7236,0.1777,0.6656
B,0.3357,0.0000,0.0000,0.0000,0.0000,0.0421,-0.7234,0.1776,0.6658
B,0.3429,0.0000,0.0000,0.0000,0.0000,0.0419,-0.7234,0.1760,0.6663
B,0.3429,0.0000,0.0000,0.0000,0.0000,0.0422,-0.7230,0.1766,0.6666
B,0.3536,0.0000,0.0000,0.0000,0.0000,0.0430,-0.7217,0.1761,0.6680
B,0.3821,0.0000,0.0000,0.0000,0.0000,0.0416,-0.7239,0.1768,0.6656
B,0.3857,0.0000,0.0000,0.0000,0.0000,0.0424,-0.7236,0.1772,0.6657
B,0.3893,0.0000,0.0000,0.0000,0.0000,0.0425,-0.7230,0.1761,0.6667
B,0.3429,0.0000,0.0000,0.0000,0.0000,0.0427,-0.7230,0.1755,0.6668
B,0.3500,0.0000,0.0000,0.0000,0.0000,0.0424,-0.7228,0.1750,0.6671
B,0.3500,0.0000,0.0000,0.0000,0.0000,0.0426,-0.7216,0.1739,0.6688
B,0.3321,0.0000,0.0000,0.0000,0.0000,0.0412,-0.7231,0.1741,0.6672
B,0.3357,0.0000,0.0000,0.0000,0.0000,0.0413,-0.7228,0.1744,0.6674
B,0.3393,0.0000,0.0000,0.0000,0.0000,0.0427,-0.7231,0.1763,0.6665
B,0.4607,0.0000,0.0000,0.0000,0.0000,0.0680,-0.6562,0.1605,0.7342
B,0.4607,0.0000,0.0000,0.0000,0.0000,0.0678,-0.6567,0.1606,0.7337
B,0.4536,0.0000,0.0000,0.0000,0.0000,0.0673,-0.6576,0.1604,0.7330
B,0.4964,0.0000,0.0000,0.0000,0.0000,0.0673,-0.6588,0.1605,0.7319
B,0.4607,0.0000,0.0000,0.0000,0.0000,0.0687,-0.6583,0.1594,0.7324
B,0.4643,0.0000,0.0000,0.0000,0.0000,0.0690,-0.6600,0.1584,0.7311
B,0.4929,0.0000,0.0000,0.0000,0.0000,0.0694,-0.6611,0.1578,0.7302
B,0.4500,0.0000,0.0000,0.0000,0.0000,0.0687,-0.6611,0.1569,0.7305
B,0.4679,0.0000,0.0000,0.0000,0.0000,0.0680,-0.6620,0.1576,0.7296
B,0.4643,0.0000,0.0000,0.0000,0.0000,0.0688,-0.6613,0.1577,0.7301
B,0.4643,0.0000,0.0000,0.0000,0.0000,0.0685,-0.6615,0.1571,0.7301
B,0.4643,0.0000,0.0000,0.0000,0.0000,0.0695,-0.6616,0.1578,0.7297
B,0.4536,0.0000,0.0000,0.0000,0.0000,0.0693,-0.6623,0.1567,0.7294
B,0.4500,0.0000,0.0000,0.0000,0.0000,0.0677,-0.6634,0.1567,0.7285
B,0.4607,0.0000,0.0000,0.0000,0.0000,0.0688,-0.6624,0.1580,0.7290
B,0.4500,0.0000,0.0000,0.0000,0.0000,0.0680,-0.6633,0.1577,0.7283
B,0.4500,0.0000,0.0000,0.0000,0.0000,0.0690,-0.6621,0.1570,0.7296
B,0.4464,0.0000,0.0000,0.0000,0.0000,0.0706,-0.6598,0.1552,0.7318
B,0.4643,0.0000,0.0000,0.0000,0.0000,0.0717,-0.6591,0.1542,0.7327
B,0.4571,0.0000,0.0000,0.0000,0.0000,0.0730,-0.6558,0.1544,0.7354
B,0.4571,0.0000,0.0000,0.0000,0.0000,0.0710,-0.6533,0.1539,0.7379
B,0.4464,0.0000,0.0000,0.0000,0.0000,0.0692,-0.6552,0.1558,0.7360
B,0.4429,0.0000,0.0000,0.0000,0.0000,0.0684,-0.6558,0.1539,0.7359
B,0.4393,0.0000,0.0000,0.0000,0.0000,0.0671,-0.6572,0.1532,0.7350
B,0.4500,0.0000,0.0000,0.0000,0.0000,0.0669,-0.6577,0.1537,0.7344
B,0.4143,0.0000,0.0000,0.0000,0.0000,0.0657,-0.6583,0.1523,0.7343
B,0.4536,0.0000,0.0000,0.0000,0.0000,0.0644,-0.6599,0.1524,0.7329
B,0.4500,0.0000,0.0000,0.0000,0.0000,0.0644,-0.6597,0.1523,0.7331
B,0.4393,0.0000,0.0000,0.0000,0.0000,0.0635,-0.6599,0.1519,0.7330
B,0.4607,0.0000,0.0000,0.0000,0.0000,0.0627,-0.6616,0.1527,0.7314
B,0.4571,0.0000,0.0000,0.0000,0.0000,0.0634,-0.6608,0.1528,0.7321
B,0.4464,0.0000,0.0000,0.0000,0.0000,0.0636,-0.6616,0.1536,0.7313
B,0.4393,0.0000,0.0000,0.0000,0.0000,0.0656,-0.6604,0.1548,0.7319
B,0.4071,0.0000,0.0000,0.0000,0.0000,0.0641,-0.6597,0.1542,0.7327
B,0.4679,0.0000,0.0000,0.0000,0.0000,0.0627,-0.6610,0.1563,0.7313
B,0.4679,0.0000,0.0000,0.0000,0.0000,0.0639,-0.6597,0.1570,0.7322
B,0.4679,0.0000,0.0000,0.0000,0.0000,0.0627,-0.6605,0.1561,0.7318
B,0.4643,0.0000,0.0000,0.0000,0.0000,0.0629,-0.6610,0.1562,0.7313
B,0.4643,0.0000,0.0000,0.0000,0.0000,0.0624,-0.6605,0.1550,0.7320
B,0.5071,0.0000,0.0000,0.0000,0.0000,0.0588,-0.6641,0.1506,0.7299
B,0.5143,0.0000,0.0000,0.0000,0.0000,0.0574,-0.6660,0.1451,0.7295
B,0.4714,0.0000,0.0000,0.0000,0.0000,0.0567,-0.6644,0.1436,0.7313
B,0.4643,0.0000,0.0000,0.0000,0.0000,0.0565,-0.6653,0.1454,0.7300
B,0.4571,0.0000,0.0000,0.0000,0.0000,0.0562,-0.6657,0.1443,0.7300
B,0.4571,0.0000,0.0000,0.0000,0.0000,0.0552,-0.6669,0.1445,0.7289
B,0.4929,0.0000,0.0000,0.0000,0.0000,0.0565,-0.6680,0.1469,0.7274
B,0.4929,0.0000,0.0000,0.0000,0.0000,0.0571,-0.6672,0.1461,0.7282
B,0.4643,0.0000,0.0000,0.0000,0.0000,0.0567,-0.6682,0.1467,0.7272
B,0.4964,0.0000,0.0000,0.0000,0.0000,0.0587,-0.6674,0.1477,0.7275
B,0.4571,0.0000,0.0000,0.0000,0.0000,0.0573,-0.6683,0.1467,0.7270
B,0.4536,0.0000,0.0000,0.0000,0.0000,0.0578,-0.6677,0.1470,0.7275
B,0.4607,0.0000,0.0000,0.0000,0.0000,0.0569,-0.6680,0.1463,0.7274
B,0.4571,0.0000,0.0000,0.0000,0.0000,0.0557,-0.6689,0.1463,0.7266
B,0.4536,0.0000,0.0000,0.0000,0.0000,0.0571,-0.6676,0.1473,0.7276
B,0.4607,0.0000,0.0000,0.0000,0.0000,0.0560,-0.6686,0.1464,0.7269
B,0.4500,0.0000,0.0000,0.0000,0.0000,0.0556,-0.6692,0.1471,0.7263
B,0.4643,0.0000,0.0000,0.0000,0.0000,0.0562,-0.6685,0.1493,0.7264
B,0.4571,0.0000,0.0000,0.0000,0.0000,0.0550,-0.6707,0.1507,0.7241
B,0.4571,0.0000,0.0000,0.0000,0.0000,0.0587,-0.6702,0.1544,0.7236
B,0.4607,0.0000,0.0000,0.0000,0.0000,0.0594,-0.6705,0.1552,0.7231
B,0.4964,0.0000,0.0000,0.0000,0.0000,0.0584,-0.6715,0.1548,0.7223
B,0.5036,0.0000,0.0000,0.0000,0.0000,0.0585,-0.6701,0.1545,0.7236
B,0.4679,0.0000,0.0000,0.0000,0.0000,0.0566,-0.6710,0.1543,0.7231
B,0.4607,0.0000,0.0000,0.0000,0.0000,0.0565,-0.6705,0.1542,0.7235
B,0.4679,0.0000,0.0000,0.0000,0.0000,0.0552,-0.6710,0.1531,0.7234
B,0.4607,0.0000,0.0000,0.0000,0.0000,0.0528,-0.6720,0.1521,0.7229
B,0.4536,0.0000,0.0000,0.0000,0.0000,0.0520,-0.6702,0.1507,0.7249
B,0.5071,0.0000,0.0000,0.0000,0.0000,0.0499,-0.6710,0.1501,0.7244
B,0.4964,0.0000,0.0000,0.0000,0.0000,0.0485,-0.6709,0.1486,0.7249
B,0.5214,0.0000,0.0000,0.0000,0.0000,0.0469,-0.6711,0.1469,0.7252
B,0.5107,0.0000,0.0000,0.0000,0.0000,0.0460,-0.6709,0.1461,0.7255
B,0.5000,0.0000,0.0000,0.0000,0.0000,0.0464,-0.6705,0.1458,0.7260
B,0.5000,0.0000,0.0000,0.0000,0.0000,0.0463,-0.6713,0.1467,0.7250
B,0.4643,0.0000,0.0000,0.0000,0.0000,0.0471,-0.6708,0.1472,0.7253
B,0.4571,0.0000,0.0000,0.0000,0.0000,0.0471,-0.6717,0.1473,0.7245
B,0.5071,0.0000,0.0000,0.0000,0.0000,0.0473,-0.6713,0.1481,0.7247
B,0.4714,0.0000,0.0000,0.0000,0.0000,0.0473,-0.6714,0.1489,0.7244
B,0.5071,0.0000,0.0000,0.0000,0.0000,0.0475,-0.6724,0.1511,0.7230
B,0.5000,0.0000,0.0000,0.0000,0.0000,0.0476,-0.6721,0.1507,0.7234
B,0.5000,0.0000,0.0000,0.0000,0.0000,0.0471,-0.6733,0.1507,0.7224
B,0.5071,0.0000,0.0000,0.0000,0.0000,0.0472,-0.6731,0.1509,0.7224
B,0.4964,0.0000,0.0000,0.0000,0.0000,0.0463,-0.6735,0.1502,0.7224
B,0.5000,0.0000,0.0000,0.0000,0.0000,0.0468,-0.6732,0.1503,0.7225
B,0.4964,0.0000,0.0000,0.0000,0.0000,0.0471,-0.6728,0.1494,0.7231
B,0.5071,0.0000,0.0000,0.0000,0.0000,0.0459,-0.6755,0.1501,0.7205
B,0.5036,0.0000,0.0000,0.0000,0.0000,0.0472,-0.6757,0.1523,0.7197
B,0.4643,0.0000,0.0000,0.0000,0.0000,0.0472,-0.6761,0.1523,0.7194
B,0.4964,0.0000,0.0000,0.0000,0.0000,0.0469,-0.6777,0.1529,0.7177
B,0.5036,0.0000,0.0000,0.0000,0.0000,0.0481,-0.6762,0.1533,0.7190
B,0.4643,0.0000,0.0000,0.0000,0.0000,0.0470,-0.6777,0.1530,0.7177
B,0.4643,0.0000,0.0000,0.0000,0.0000,0.0482,-0.6771,0.1529,0.7182
B,0.4643,0.0000,0.0000,0.0000,0.0000,0.0486,-0.6763,0.1528,0.7189
B,0.5036,0.0000,0.0000,0.0000,0.0000,0.0466,-0.6794,0.1544,0.7158
B,0.5214,0.0000,0.0000,0.0000,0.0000,0.0483,-0.6808,0.1570,0.7139
B,0.5107,0.0000,0.0000,0.0000,0.0000,0.0483,-0.6821,0.1564,0.7126
B,0.5107,0.0000,0.0000,0.0000,0.0000,0.0475,-0.6831,0.1569,0.7117
B,0.5000,0.0000,0.0000,0.0000,0.0000,0.0480,-0.6824,0.1572,0.7123
B,0.4679,0.0000,0.0000,0.0000,0.0000,0.0469,-0.6836,0.1563,0.7114
B,0.5036,0.0000,0.0000,0.0000,0.0000,0.0478,-0.6817,0.1564,0.7131
B,0.5000,0.0000,0.0000,0.0000,0.0000,0.0471,-0.6816,0.1560,0.7133
B,0.4643,0.0000,0.0000,0.0000,0.0000,0.0464,-0.6824,0.1559,0.7126
B,0.5036,0.0000,0.0000,0.0000,0.0000,0.0444,-0.6838,0.1548,0.7116
B,0.4643,0.0000,0.0000,0.0000,0.0000,0.0426,-0.6854,0.1545,0.7103
B,0.4536,0.0000,0.0000,0.0000,0.0000,0.0443,-0.6842,0.1552,0.7112
B,0.4571,0.0000,0.0000,0.0000,0.0000,0.0428,-0.6851,0.1544,0.7106
B,0.4571,0.0000,0.0000,0.0000,0.0000,0.0429,-0.6843,0.1549,0.7113
B,0.4607,0.0000,0.0000,0.0000,0.0000,0.0428,-0.6844,0.1554,0.7111
B,0.4643,0.0000,0.0000,0.0000,0.0000,0.0429,-0.6842,0.1552,0.7113
B,0.4536,0.0000,0.0000,0.0000,0.0000,0.0438,-0.6834,0.1547,0.7121
B,0.4464,0.0000,0.0000,0.0000,0.0000,0.0442,-0.6833,0.1548,0.7122
B,0.4536,0.0000,0.0000,0.0000,0.0000,0.0444,-0.6828,0.1547,0.7126
B,0.4500,0.0000,0.0000,0.0000,0.0000,0.0452,-0.6815,0.1544,0.7140
B,0.4500,0.0000,0.0000,0.0000,0.0000,0.0449,-0.6816,0.1545,0.7139
B,0.4464,0.0000,0.0000,0.0000,0.0000,0.0446,-0.6812,0.1551,0.7141
B,0.4500,0.0000,0.0000,0.0000,0.0000,0.0457,-0.6796,0.1551,0.7155
B,0.4500,0.0000,0.0000,0.0000,0.0000,0.0460,-0.6801,0.1556,0.7150
B,0.4500,0.0000,0.0000,0.0000,0.0000,0.0474,-0.6791,0.1553,0.7159
B,0.4464,0.0000,0.0000,0.0000,0.0000,0.0475,-0.6787,0.1548,0.7163
B,0.4464,0.0000,0.0000,0.0000,0.0000,0.0482,-0.6787,0.1562,0.7159
B,0.4071,0.0000,0.0000,0.0000,0.0000,0.0489,-0.6782,0.1562,0.7164
B,0.3536,0.0000,0.0000,0.0000,0.0000,0.0478,-0.6797,0.1562,0.7151
B,0.4000,0.0000,0.0000,0.0000,0.0000,0.0486,-0.6791,0.1571,0.7154
B,0.4429,0.0000,0.0000,0.0000,0.0000,0.0479,-0.6797,0.1570,0.7148
B,0.4429,0.0000,0.0000,0.0000,0.0000,0.0477,-0.6796,0.1572,0.7149
B,0.4500,0.0000,0.0000,0.0000,0.0000,0.0475,-0.6792,0.1570,0.7154
B,0.4464,0.0000,0.0000,0.0000,0.0000,0.0491,-0.6780,0.1574,0.7163
B,0.4429,0.0000,0.0000,0.0000,0.0000,0.0534,-0.6750,0.1577,0.7188
B,0.4464,0.0000,0.0000,0.0000,0.0000,0.0546,-0.6757,0.1580,0.7180
B,0.4107,0.0000,0.0000,0.0000,0.0000,0.0551,-0.6766,0.1580,0.7171
B,0.4500,0.0000,0.0000,0.0000,0.0000,0.0544,-0.6776,0.1579,0.7163
B,0.4464,0.0000,0.0000,0.0000,0.0000,0.0541,-0.6775,0.1580,0.7163
B,0.4500,0.0000,0.0000,0.0000,0.0000,0.0538,-0.6768,0.1572,0.7172
B,0.4393,0.0000,0.0000,0.0000,0.0000,0.0527,-0.6774,0.1570,0.7167
B,0.4071,0.0000,0.0000,0.0000,0.0000,0.0526,-0.6777,0.1578,0.7163
B,0.4429,0.0000,0.0000,0.0000,0.0000,0.0528,-0.6773,0.1569,0.7169
B,0.4071,0.0000,0.0000,0.0000,0.0000,0.0548,-0.6787,0.1592,0.7148
B,0.4071,0.0000,0.0000,0.0000,0.0000,0.0602,-0.6770,0.1620,0.7154
B,0.4500,0.0000,0.0000,0.0000,0.0000,0.0654,-0.6639,0.1676,0.7258
B,0.4536,0.0000,0.0000,0.0000,0.0000,0.0688,-0.6582,0.1765,0.7286
